,Street
712,102 LINCOLN STREET 
713,P.O. BOX 403 
714,3300 BRECKINRIDGE BOULEVARD STE 100 
715,10 EXCHANGE PLACE 26TH FLOOR 
716,4994 N. ELSTON AVENUE 
717,363 VAN NESS WAY #404 
718,ONE PHILSBURY ST. SUITE 200 
719,2500 S. ASHLAND AVENUE 
720,N2225 GREENVILLE DRIVE 
721,9 LEA AVENUE 
722,3740 STERN AVE 
723,3590 HOBSON ROAD STE 204 
724,P.O. BOX 3138 
725,100 NEWPORT AVE EXTENSION 
726,29468 STATE HWY 28 
727,955 MASSACHUSETTS AVENUE 5TH FLOOR 
728,2510 OAK INDUSTRIAL DRIVE NE 
729,1810-J YORK ROAD SUITE 384 
730,317 MAIN STREET 
731,432 CHERRY ST. 
732,637 B KING STREET 
733,5200 TOWN CENTER CIRCLE BOCA CENTER TOWER 1 SUITE 601 
734,47-51 33RD STREET 
735,539 BIELENBERG DRIVE SUITE 200 
736,ATTN KATYA BE10250 CONSTELLATI 1999 AVE OF THE STARS STE 1260 
737,1048 KANE CONCOURSE 
738,9115 WESTSIDE PARKWAY 
739,PO BOX 7750 2860 IH-10 EAST 
740,P O BOX 50 
741,2900 BLACK LAKE PLACE 
742,3351 N. WEBB ROAD 
743,900 MOHAWK STREET 
744,5517 MANCHESTER ROAD 
745,5931 BARTHOLOW RD. 
746,6575 BELLEFONTAINE RD PO BOX 509 
747,"3400 ATLANTA INDUSTRIAL PKWY, "
748,700 CONGRESS STREET 
749,PO BOX 774 - HIGHWAY 72 
750,P. O . BOX 115 
751,ONE SUGAR CREEK CENTER BLVD SUITE 1000 
752,3530 TORINGDON WAY SUITE 204 
753,25 PEARL STREET STE 3 
754,4354 PINES ROAD 
755,5000 HOLLYWOOD 
756,1101 NORTH UNION BOWER SUITE 160 
757,566 W. ADAMS SUITE 501 
758,"31 INVERNESS CENTER PARKWAY, S "
759,8291 PENNSYLVANIA AVENUE 
760,7940 FLOYD CURL SUITE 400 
761,32 SOUTH COURT SQUARE 
762,131 PINE GROVE CIRCLE 
763,P.O. BOX 22704 
764,PO BOX 220 
765,29TH WEST 38TH ST 5TH FLOOR 
766,5885 TRINITY PARKWAY SUITE 130 
767,P. O. BOX 597 
768,P. O. BOX 179 
769,18 WEST COLONY PLACE SUITE 250 
770,10665 SORRENTO VALLEY ROAD 
771,1585 KAPIOLANI BLVD. SUITE 1740 
772,805 WEST MIDDLE STREET 
773,12 FULTON STREET 
774,24 TACON STREET 
775,6450 CARLSBAD BLVD 
776,964 ASYLUM AVE 
777,PO BOX 1455 
778,307 MAIN STREET PO BOX 340 
779,P.O. BOX 76006 
780,209 3RD STREET SOUTH 
781,"126 OTTAWA, N.W. "
782,PO BOX 1629 
783,400 ASBURY ROAD 
784,4811 INDUSTRY DRIVE 
785,830 ROOSEVELT #200 
786,5601 WEST GRANDE MARKET DRIVE 
787,6 NORTH PARK DRIVE SUITE 310 
788,157 PARK STREET 
789,7171 MERCY ROAD SUITE 650 
790,199 PARK LANE 
791,2007 LOCUST STREET 
792,4917 GOLDEN PARKWAY SUITE 300 
793,4766 LAGAURDIA DRIVE 
794,P.O. BOX 367 
795,402 WEST BROADWAY STE 1140 
796,16065 DEER PARK DRIVE 
797,2236 CAHABA VALLEY DRIVE SUITE 201 
798,5280 S. 100TH EAST AVE 
799,"12510 EAST HADLEY STREET, 2ND "
800,11503 SPRINGFIELD PIKE 
801,P.O. BOX 140 
802,8441 WAYZATA BLVD SUITE 340 
803,230 PEACHTREE ST NW STE. 2400 
804,2601 NORTH ROLLING RD. SUITE 107 
805,19 WEST 34TH STREET SUITE 1000 
806,1601 WASHINGTON PLAZA 
807,7600 UNIVERSITY 
808,201 WEST 103RD STREET SUITE 100 
809,400 VICTORY DRIVE P O BOX 216 
810,16180 HIGHWAY 7 
811,981 NW CORPORATE DRIVE 
812,1405 RESEARCH BOULEVARD 
813,215 SE MORRISON SUITE 2004 
814,"1661 E CAMELBACK RD, SUITE 205 "
815,1501 CROSSWAYS BLVD SUITE E 
816,3 CORPORATE DRIVE SUITE 202 
817,120 N WASHINGTON SQUARE # ONE MICHIGAN AVE BUILDING 
818,2400 ORIOLE TRAIL 
819,"505 9TH STREET, NW SUITE 5010 "
820,29 WEST 38TH STREET SUITE 600 
821,4753 N. BROADWAY AVENUE 
822,4830 ARTHUR KILL ROAD 
823,510 HEARD STREET 
824,"AMB/JFK CARGO CENTER 75 NORTH HANGAR ROAD, SUITE 210 "
825,9346 GAITHER ROAD 
826,202 WEST 1ST STREET 
827,PO BOX 3537 
828,351 COURTLAND AVENUE BOX 2128 
829,4110 ASPEN HILL ROAD SUITE 200 
830,695 INDUSTRIAL DRIVE 
831,7240 MACKENZIE LANE 
832,1933 CLIFF DRIVE SUITE 26 
833,4500 S. COCKRELL HILL ROAD 
834,1300 SOUTH MINT STREET SUITE 350 
835,5610 HOLDREGE ST 
836,11340 CENTURY CIRCLE EAST 
837,PO BOX 69 
838,P O BOX 1056 
839,PO BOX 70 
840,"1704 SECOND AVE, N.W. "
841,1001 BRICKELL BAY DRIVE SUITE 1400 
842,1350 17TH STREET SUITE 100 
843,23505 SMITHTOWN ROAD SUITE 120 
844,1321 DUKE STREET FOURTH FLOOR 
845,N58 W145000 SHAWN CIRCLE 
846,125 S WACKER DRIVE SUITE 2700 
847,1610 UNION STREET 
848,100 CUMMINGS CENTER SUITE 327J 
849,1170 ANDOVER PARK WEST 
850,305 S. HYDE PARK AVENUE 
851,"6850 SOUTHBELT DR, SE "
852,56 STERLING STREET 
853,110 KINGSBRIDGE ROAD 
854,7685 BALLESTRADE COURT 
855,"123 FIFTH AVENUE, 4TH FLOOR "
856,862 LENOX DRIVE 
857,13844 N. 51ST AVE. 
858,5301 BLUE LAGOON DRIVE SUITE 690 
859,4901 SOUTH ISABEL PLACE #100 
860,4026 PACHECO BLVD 
861,1500 PAXTON STREET 
862,533 NORTH ROAD 
863,1230 PENNSYLVANIA AVENUE 
864,PO BOX 1348 
865,4924 OLD BENBROOK ROAD 
866,1120 E 80TH STREET SUITE 100 
867,7611 LITTLE RIVER TURNPIKE SUITE 500E - EAST WING 
868,300 SOUTH SERVICE ROAD EAST 
869,4941 SOUTHWEST 91ST TERRACE SUITE 101 
870,P.O. BOX 398 
871,122 CALISTOGA ROAD SUITE 397 
872,30 PROGRESS AVENUE 
873,1339 CONTINENTAL DRIVE 
874,2084 VERONA MUDLICK ROAD P O BOX 88 
875,P.O. BOX 2497 
876,PO BOX 8 
877,100 SOUTH 500 WEST 
878,19660 10TH AVENUE N.E. 
879,P O BOX 1928 502 HICKORY STREET 
880,4500 S. COCKRELL HILL ROAD 
881,10021 WILLOW CREEK ROAD SUITE 200 
882,90 ALMON RD 
883,29645 W FOURTEEN MILE RD SUITE 110 
884,409 NORTH SIXTH STREET 
885,SUITE 950 11270 W. PARK PLACE 
886,PO BOX 750940 
887,2727 E 21ST STREET 
888,960 RT. 22 SUITE 204 
889,1300 EAST 29TH STREET 
890,201 INDUSTRIAL ROAD SUITE 410 
891,13901 SUTTON PARK DRIVE SOUTH SUITE 300 
892,1675 N FREEDOM BLVD SUITE 2A 
893,400 TECHNOLOGY SQ. 10TH FLOOR 
894,601 FIRST AVENUE NORTH SUITE 600 
895,2623 MANHATTAN BEACH BLVD 
896,PO BOX 14567 
897,385 OXFORD VALLEY ROAD SUITE 408 
898,31622 US 19 N 
899,260 FRANKLIN STREET 3RD FLOOR 
900,1460 ELLERD DRIVE 
901,500 EXECUTIVE BLVD 
902,3036 EASTERN AVENUE SE 
903,55 CAMBRIDGE PARKWAY 8TH FLOOR 
904,3536 BRIAN WAY 
905,101 A FIRST AVENUE 
906,145 NINTH STREET SUITE 350 
907,122 W LIBERTY DR 
908,100 CONGRESS AVENUE SUITE 450 
909,1111 BERING DRIVE #204 
910,16404 NORTH BLACK CANYON HWY STE 180 
911,4514 EAST GRAND AVE. 
912,9670 RIVERTOWN ROAD 
913,850 TOWBIN AVENUE 
914,3003 WILLIAM AVENUE 
915,SUITE 600 8401 COLESVILLE ROAD 
916,5600 N BRAESWOOD BLVD. 
917,1613 MAGDA DRIVE 
918,1900 ASSOCIATION DRIVE 
919,60 STATE STREET SUITE 1910 
920,390 GEORGE STREET 
921,"1530 16TH STREET, 6TH FLOOR "
922,1201 MAIN STREET 
923,2862 MIDDLE STREET 
924,"2212 NW 50TH, STE 140 C "
925,68 CUMBERLAND STREET 
926,7095 INDUSTRIAL ROAD 
927,14335 INWOOD RD STE 101 
928,5500 N SAM HOUSTON PKWY W SUITE 800 
929,1115 WESTFORD STREET 
930,9400 NEW CENTURY DRIVE 
931,"700 N BRAND BLVD, STE 460 "
932,4999 OLD ORCHARD CENTER 
933,P.O. BOX 1478 
934,PO BOX 60399 
935,801 2ND AVENUE SUITE 800 
936,2228 ROCKY RIDGE RD. 
937,8120 PENN AVENUE SOUTH SUITE 455 
938,6450 CARLSBAD BLVD 
939,501 FRONT STREET 
940,428 BLVD OF THE ALLIES 
941,100 W. 10TH STREET SUITE 1100 
942,10515 KING WILLIAM DRIVE 
943,P. O. BOX 1570 
944,2376 CYPRESS CIRCLE SUITE 102 
945,1501 S. I-45 
946,1660 CARDIFF ROAD 
947,5000 WEST 95TH STREET SUITE 350 
948,ONE AIR CARGO PARKWAY EAST 
949,"870 MARKET ST., SUITE 677 "
950,GATES MEDICAL BUILDING 125 EAST BROAD STREET # 305 
951,44 OLD RIDGEBURY ROAD PLAZA ONE 
952,P.O. BOX 62386 
953,13500 QUINCY ST. P.O. BOX 1199 
954,30622 FOREST BOULEVARD 
955,SUITE 300 8170 MAPLE LAWN BLVD 
956,100 CHIEF LOGAN CIRCLE 
957,1621 GALLERIA BOULEVARD 
958,14850 SCENIC HEIGHTS ROAD SUITE 100 
959,1515 WEST 22ND STREET SUITE 450 
960,224 SOUTH PETERS RD SUITE 202 
961,BOX 1259 
962,1511 SW 1ST AVE 
963,1242 CHESTNUT ST 
964,4324 WASHINGTON RD. STE. 103 
965,610 THIRD ST 
966,PO BOX 1025 
967,525 PARK STREET SUITE 240 
968,10025 SOUTH WESTERN AVENUE 
969,4000 NORTH FEDERAL HWY SUITE 206 
970,2005 LOSEY AVENUE 
971,1055 WILSHIRE BLVD STE 1850 
972,"3535 CALDER AVE., SUITE 310 "
973,201 E. LAFAYETTE ST. 
974,1101 NORTH UNION BOWER SUITE 160 
975,111 WEST JACKSON BOULEVARD 20TH FLOOR 
976,130 EDINBURGH SOUTH SUITE 208 
977,2301 25TH ST. S. SUITE L 
978,20360 EMPIRE AVE SUITE B7 
979,843 RIVERSIDE DRIVE 
980,9419 COMMON BROOK RD SUITE 216 
981,PO BOX 24282 
982,4851 PARAMOUNT DRIVE 
983,31 NATCHEZ TRACE 
984,7901 N. MILWAUKEE AVENUE 
985,8111 LBJ FREEWAY SUITE 1350 
986,1872 N. TUSTIN AVENUE 
987,4008 CAESAR COURT 
988,P.O. BOX 100 
989,1111 PARK CENTRE BLVD SUITE 300 
990,100 WOODBRIDGE CENTER SUITE 201 
991,"700 W CENTER STREET, UNIT 8 "
992,200 TECHNOLOGY SQUARE SUITE 402 
993,905 16TH STREET NW 
994,2113 FRANKLIN DRIVE 
995,523 N. SAM HOUSTON PKWY SUITE 500 
996,150 5TH AVE FLR. 11 
997,P.O. BOX 263 
998,456 MERRICK RD. 
999,1540 BROADWAY SUITE 1500 
1000,891 NORTH MAIN STREET 
1001,9155 SW BARNES RD SUITE 830 
1002,3810 MILWAUKEE STREET 
1003,6196 OXON HILL ROAD SUITE 210 
1004,1 E WACKER DRIVE SUITE 3400 
1005,9063 BEE CAVES RD. 
1006,1900 W LOOP S SUITE 920 
1007,4515 ALPINE RD. 
1008,100 FOUNDERS DR. 
1009,3333 RICHMOND ROAD SUITE 370 
1010,123 ST. PAUL STREET 
1011,"933 LEE ROAD, STE 350 "
1012,106 NEW SCOTLAND AVENUE 
1013,1603 COLLEGE RD 
1014,1125 AZALEA GARDEN RD. 
1015,445 E MAIN STREET SUITE 100 
1016,77-55 SCHANK ROAD B-9 
1017,574 MCCLURG RD 
1018,421 SOUTH MITCHELL STREET 
1019,360 36TH STREET S 
1020,471 MAGNOLIA AVENUE E 
1021,7815 SW 104TH STREET 
1022,1251 NW BRIARCLIFF PKWY STE 175 
1023,26 N. NINTH STREET 
1024,1501 16TH ST NW 
1025,P. O. BOX 1320 
1026,440 EAST 36TH 
1027,1111 W. PARK AVE 
1028,2833 JUNCTION AVENUE SUITE 101 
1029,"7136 UNIVERSITY AVENUE, NE "
1030,49 CHARLES AVE 
1031,215 W. SUPERIOR 
1032,1520 MARKET STREET SUITE 2000 
1033,"600 TOWNPARK LANE, SUITE 075 "
1034,2075 NE WYATT COURT 
1035,8401 73RD AVE SUITE 90 
1036,1438 WEBSTER STREET SUITE 303 
1037,"6501 SCHIRRA CT., SUITE 100 "
1038,5580 LA JOLLA BLVD SUITE 398 
1039,714 SOUTH LAKE DRIVE SUITE 100 
1040,3235 INDUSTRY DRIVE 
1041,35 E WACKER DR. SUITE 200 
1042,C/O SINGLEPOINT OUTSOURCING 1025 N. DEMAREE ROAD 
1043,8500 MENAUL BLVD NE STE A-225 
1044,1511 W. MAIN AVENUE 
1045,615 BERRY ROAD 
1046,240 BEAR HILL ROAD SUITE 102 
1047,"3240 EASTLAKE AVE E, SUITE 200 "
1048,9620 BRADER WAY 
1049,1910 FAIRVIEW AVE. EAST SUITE 200 
1050,1970 BROADWAY STE 250 
1051,1212 WEST BELMONT AVENUE 
1052,1744 PAYNE AVE. 
1053,246 OLD ROAD TO NINE ACRE CORN 
1054,"429 S KELLER RD, STE 200 "
1055,511 MONTGOMERY AVE 
1056,4600 116TH ST SW 
1057,3300 EAST VENTURE DRIVE 
1058,655 13TH STREET SUITE 100 
1059,5104 BUR OAK CIRCLE 
1060,2217 SOUTH STREET 
1061,25 RESEVIOR AVE 
1062,1300 INDUSTRIAL PARKWAY NORTH 
1063,217 FIRST AVENEUE SOUTH SUITE 4903 
1064,111 EAST GREEN STREET 
1065,3360 E. LA PALMA AVE. 
1066,2010 CORPORATE RIDGE SUITE 700 
1067,2099 HILL CITY ROAD 
1068,229 COLYER RD 
1069,181 W MADISON ST STE 3800 
1070,2650 AUDUBON ROAD 
1071,410 N LAKE STREET 
1072,714 EAST MONUMENT AVE 
1073,586 MARSHALL AVE P.O. BOX 514 
1074,8910 MIKUNI AVENUE 
1075,13600 SW ALLEN BLVD 
1076,PO BOX 5240 
1077,666 BROADWAY 
1078,1920 EAST NC HIGHWAY 54 SUITE 340 
1079,20 NW 4TH STREET P O BOX 657 
1080,3200 W. WILSHIRE 
1081,611 N. PERRY STREET 
1082,4334 GLENDALE-MILFORD RD 
1083,510 NEWCOMEN ROAD 
1084,55 CAMBRIDGE PARKWAY 8TH FLOOR 
1085,207 MAIN ST. 
1086,"10 S. RIVERSIDE PLAZA, SUITE 720 "
1087,1323 S. 65TH STREET 
1088,"1705 N STREET, NW "
1089,465 SOUTH 400 EAST SUITE 300 
1090,500 4TH ST 
1091,P.O. BOX 1534 
1092,315 RENSSELAER AVENUE 
1093,"1001 CONNECTICUT AVENUE, NW SUITE 610 "
1094,207 HAWTHORNE AVE. 
1095,4A EVES DRIVE SUITE 108 
1096,4000 RUFFIN RD STE H 
1097,1844 WOODSLEE 
1098,61 EXETER STREET 
1099,212 NORTH 2ND STREET 
1100,2710 N. GRANDVIEW 
1101,2410 N. 5TH STREET PO BOX 830 
1102,"80 PINE STREET, 29TH FL "
1103,8901 W. YELLOWSTONE HWY 
1104,7324 GASTON AVE 124-139 
1105,601 SOUTH GLEN OAKS BLVD SUITE 200 
1106,535 MADISON AVENUE 
1107,P O BOX 4427 
1108,5445 CORPORATE DRIVE SUITE 400 
1109,74 W SHEFFIELD AVE 
1110,475 WALNUT STREET 
1111,18140 KICKAPOO RD 
1112,"20 PARK PLAZA, SUITE 536 "
1113,1333 BUTTERFIELD ROAD SUITE 300 
1114,4000 BUENA VISTA AVE 
1115,PO BOX 531 
1116,575 WASHINGTON STREET 
1117,307 MAIN 
1118,3660 N LAUGHLIN ROAD 
1119,960 ATLANTIC AVENUE 
1120,2501 PARKVIEW DR SUITE 200 
1121,146 STATE HOUSE STATION 
1122,PO BOX 1221 
1123,P.O. BOX 1953 2809 NORTH CONKEY STREET 
1124,4718 BELMONT AVENUE 
1125,2340 SOUTH VICKSBURG 
1126,4000 GREENBRIAR ST 
1127,"C/O TEC BENEFITS 1000 BROOKTREE ROAD, SUITE 300 "
1128,2060 MOUNT PARAN RD NW SUITE 100 
1129,100 METHODIST BOULEVARD 
1130,PO BOX 13115 
1131,500 PROSPECT ST 
1132,1900 EAST GOLF ROAD SUITE 650 
1133,1900 DAVIES PCFC 841 BSHP 
1134,4960 SW 72ND AVE SUITE# 406 
1135,PO BOX 1678 
1136,5473 VIRGINIA BEACH BLVD. 
1137,P.O. BOX 191749 
1138,222 N. MAIN STREET 
1139,2040 BROWN AVENUE 
1140,1 KELLY WAY 
1141,6019 WEST HOWARD STREET 
1142,"1100 CONNECTICUT AVE., NW SUITE 900 "
1143,1800 K STREET SUITE 1021 
1144,922 MCGILVRA BLVD E 
1145,511 S. LOOP 4 
1146,40 WEST 57TH STREET 19TH FLOOR 
1147,129 MAIN STREET 
1148,3801 N. CAPITAL OF TEXAS HWY. E-240-446 
1149,"3525 PIEDMONT RD. NE BUILDING 7, SUITE 700 "
1150,37411 EILAND BLVD 
1151,9475 GERWIG LANE 
1152,PO BOX 507 
1153,PO BOX 7090 
1154,1300 11TH STREET 
1155,25100 HAGGERTY RD. 
1156,2835 N. SHEFFIELD SUITE 501 
1157,10630 SW BARBUR BLVD 
1158,1001 GALAXY WAY SUITE 400 
1159,1999 N UNIVERISTY STE 300 
1160,520 3RD STREET SUITE 207 
1161,1100 WAYNE AVENUE SUITE 650 
1162,1620 L. STREET NW SUITE 1100 
1163,1744 OAKDALE DR. 
1164,136 EAST MICHIGAN AVENUE SUITE 1201 
1165,SUITE 107 
1166,11512 NE 20TH STREET 
1167,2199 SILAS DEAN HWY 
1168,7140 FORT STREET 
1169,3825 EDWARDS ROAD SUITE 600 
1170,3920 13TH AVENUE EAST SUITE# 6 
1171,5131 MASTHEAD ST NE 
1172,"1211 PUERTA DEL SOL, SUITE 170 "
1173,606 BALTIMORE AVENUE #102 
1174,3115 EAST LION LANE #100 
1175,11835 W. OLYMPIC BLVD. 9TH FLOOR 
1176,110 N. SIXTH STREET 
1177,2106 CENTURY PARK LANE 
1178,1610 WOODSTEAD CT. SUITE 350 
1179,100 CONGRESS AVENUE SUITE 450 
1180,130 CENTER DRIVE 
1181,693 HIGH STREET 
1182,227 EAST ADAMS 
1183,20546 STATE STREET 
1184,5426 GUADALUPE #100 
1185,1725 BROADWAY STREET 
1186,175 WEST WARREN AVENUE 
1187,43 AUTO CENTER DRIVE 
1188,1528 WALNUT STREET SUITE 1101 
1189,PO BOX 1258 
1190,9015 S. GALE RIDGE ROAD 
1191,90 PHOENIX AVENUE 
1192,ONE POST STREET SUITE 2600 
1193,701 THOMAS RAOD 
1194,350 MILL ROAD P.O. BOX 940 
1195,230 WEST MONROE 
1196,615 1ST AVENUE NE SUITE 210 
1197,11880 SMITH COURT 
1198,PO BOX 548 
1199,33710 US HIGHWAY 280 
1200,250 SUMMIT AVE N 
1201,3333 WARRENVILLE ROAD SUITE 200 
1202,P O BOX 345 
1203,115 S. 25TH 
1204,SUITE 810 6301 INDIAN SCHOOL ROAD 
1205,1005 MAE DRIVE 
1206,P.O. BOX 22463 
1207,4000 MACARTHUR BLVD SUITE 730 
1208,"4605 POST OAK PLACE, STE. 107 "
1209,9471 I-40 EAST 
1210,300 HWY 77 NORTH P.O. BOX 557 
1211,9722 KENT STREET SUITE C 
1212,1301 NORTH HAGADORN RD #100 PO BOX 1068 
1213,4600 FAIRFAX DR. SUITE 1002 
1214,3933 NORTHWEST PKWY 
1215,202 FRONTAGE ROAD 
1216,2504 LAFAYETTE BLVD. 
1217,#400 750 BATTERY ST 
1218,1 TECHNOLOGY PL 
1219,"142 WEST 57TH STREET, 17TH FLO "
1220,C/O KELLY & ASSOC 1 KELLY WAY 
1221,345 CALIFORNIA STREET SUITE 1100 
1222,"230 2ND STREET SE, STE 414 "
1223,101 SURGEONS DR 
1224,PO BOX 928 
1225,1424 EAST 11 MILE ROAD 
1226,3198 SPEER BLVD 
1227,ONE BATTERY PARK PLAZA 6TH FLOOR 
1228,"980 N. FEDERAL HWY, SUITE 200 "
1229,4036 ADOLFO RD 
1230,"2029 CENTURY PARK EAST, SUITE "
1231,4642 NORTH LOOP 289 SUITE 209 
1232,6065 ROSWELL ROAD SUITE 480 
1233,805 MARINA ROAD 
1234,PO BOX 550 
1235,1017 OLSON MEMORIAL HIGHWAY 
1236,71 OMEGA DRIVE OMEGA PROFESSIONAL CENTER 
1237,417 MAIN ST 
1238,595 MILLICH DRIVE #103 
1239,1875 CENTURY PARK EAST #950 
1240,1600 PHILLIPS ROAD 
1241,30800 TELG ROAD SUITE 4805 
1242,3330 HWY 90 
1243,1600 TCF TOWER 121 SOUTH EIGHTH STREET 
1244,137 PARK LANE 200
1245,1700 WEST CORTLAND 
1246,8601 SIX FORKS RD. SUITE 500 
1247,111 CENTER STREET SUITE 1616 
1248,1100 LAUREL OAK ROAD 
1249,1000 JD ANDERSON DR. SUITE 402 
1250,2871 N. HWY 167 
1251,60 FRANCISCO STREET 
1252,645 HICKMAN CIR 
1253,17 S MT. VERNON COUNTY CLUB RO 
1254,670 GODDARD AVE. 
1255,4545 BOYCE PARKWAY 
1256,4240 DUNCAN AVENUE SUITE 200 
1257,465 SOUTH UNION STREET NW 
1258,1676 INTERNATIONAL DR SUITE 500 
1259,455 RUSSELL STREET 
1260,385 5TH AVENUE 9TH FLOOR 
1261,3920 VETERANS MEMORIAL HIGHWAY SUITE #9 
1262,530 BRANDIES CIRCLE SUITE A 
1263,P O BOX 159 
1264,214 CENTER GROVE ROAD 
1265,"1164 BISHOP STREET, SUITE 650 FINANCE FACTORS CENTER "
1266,210 SECOND STREET PO BOX 249 
1267,175 NO FRANKLIN ST SUITE 400 
1268,300 FIFTH AVE. 
1269,275 SCIENTIFIC DRIVE SUITE 1000 
1270,3557 PROGRESS DRIVE 
1271,780 3RD AVUNUE 20TH FLOOR 
1272,501 23 STATE ROAD 
1273,810 NORTH LINCOLN 
1274,2304 173RD STREET 
1275,P.O. BOX 259156 802 JOHN NOLEN DRIVE 
1276,SUITE 600 8401 COLESVILLE ROAD 
1277,4055 POPLAR AVENUE 
1278,111 SOUTH MAIN STREET 
1279,606 LOWELL AVENUE 
1280,1640 HIGHWAY 45 
1281,1901 ROXBOROUGH RD. SUITE 110 
1282,1350 3RD STREET 
1283,201 W WASHINGTON AVE 
1284,890 E PATRIOT BLVD SUITE E 
1285,401 S. PLUM ST 
1286,505 MAIN ST SUITE 500 
1287,3200 NORTHLINE AVE SUITE 360 
1288,420 ERSKINE STREET 
1289,3915 NORTH BROADWAY 
1290,1444 MONTANA SUITE 200 
1291,5201 DAYTON BLVD 
1292,585 FREEMAN SCHOOL ROAD 
1293,"1616 H STREET, NW SUITE 1010 "
1294,130 E. RANDOLPH ST. SUITE 3100 
1295,243 FIFTH AVENUE SUITE 112 
1296,201 OFFICE PARK DRIVE STE. 300 
1297,9 SHEBOYGON STREET 
1298,P.O. BOX 13187 
1299,1471 E CONE BLVD 
1300,7889 HWY 57 
1301,2917 WEST KENNEDY BLVD SUITE 120 
1302,1 RUNZHEIMER PARKWAY 
1303,2800 MAIN AVE. S. 
1304,"3535 STATE HWY 66, SUITE 7 "
1305,3000 COBB INTERNATIONAL BLVD 
1306,95 WASHINGTON STREET PO BOX 211 
1307,15000 SOUTHLAWN LANE 
1308,C/O KELLY & ASSOC 1 KELLY WAY 
1309,3223 KRAFT AVENUE SE 
1310,P.O. BOX 887 
1311,14100 CARLSON PARKWAY SUITE 200 
1312,650 DUNDEE ROAD SUITE 150 
1313,31500 NORTHWESTERN HIGHWAY STE 200 
1314,399 MARKET STREET SUITE 200 
1315,62 US ROUTE 1 
1316,8210 LOUISIANA BLVD NE SUITE C 
1317,55 DUPONT DRIVE 
1318,809 90TH STREET 
1319,1331 H STREET NW SUITE 600 
1320,901 SOUTH OATES STREET 
1321,1932 PITTSBURGH DR. 
1322,1851 WEST COLONIAL DRIVE 
1323,8441 WAYZATA BLVD #230 
1324,906 GRAND AVENUE SUITE 10B 
1325,1000 COLLINS AVENUE 
1326,ONE ROCHESTER MEDICAL DRIVE 
1327,PO BOX 3282 
1328,501 VAN NESS AVE 
1329,7244 GENESSE ROAD 
1330,1900 W. GRAND AVENUE 
1331,6495 HIGHWAY 51 
1332,875 3RD AVENUE 10TH FLOOR 
1333,53 WEST JACKSON BLVD SUITE 1552 
1334,5425 WISCONSIN AVE SUITE 600 
1335,4750 N. SERVICE ROAD 
1336,3670 E. MARGINAL WAY S 
1337,SUITE 225 39555 ORCHARD HILL PLACE 
1338,675 NORTH WASHINGTON ST SUITE 410 
1339,ILLINOIS 7846 AVIATION 
1340,P.O. BOX 1063 
1341,64 INDUSTRIAL PARKWAY 
1342,3700 WASHINGTON ST SUITE 403 
1343,100 SYLVAN RD SUITE 100 
1344,391 PROVIDENCE HIGHWAY ROUTE 1 
1345,3939 S. MEMORIAL 
1346,ONE TOWNE SQUARE 
1347,132 JARRELL DRIVE SUITE A 
1348,602 N STAPLES ST ST 300 
1349,570 POLARIS PKWY SUITE 250 
1350,1100 DENNISON AVENUE 
1351,777 DEER SPRINGS ROAD 
1352,318 5TH AVENUE 
1353,11460 TOMAHAWK CREEK PARKWAY SUITE 400 
1354,300 PARK AVENUE S. 2ND FLOOR 
1355,901 S MOPAC EXPWY BLDG IV STE 125 
1356,319 MOUNTAIN WAY 
1357,3900 S. WADSWORTH BLVD. SUITE 510 
1358,90 SPENCER DRIVE 
1359,591 WEST PUTNAM AVENUE 
1360,2 CORPORATE PLACE SUITE 103 
1361,100 BROOKWOOD PLACE 7TH FLOOR 
1362,105 POWELL COURT SUITE 101 
1363,"C/O INTEGRATED PHYSICIANS MANA 99 EAST RIVER DRIVE, 5TH FLOOR "
1364,895 MARY DUNN RD 
1365,54 LIBORIO LANE P.O. BOX 627 
1366,1855 GATEWAY BLVD. 
1367,101 DAVIS AVE SW 
1368,"1050 K STREET, NW SUITE 300 "
1369,1800 DIAGONAL ROAD 
1370,800 HART RD SUITE 311 
1371,3420 JACKSON ST SUITE E 
1372,7180 SW SANDBURG ST. SUITE 100 
1373,100 NORTHWEST BLVD. 
1374,5539 WEST STATE STREET 
1375,536 SOUTH ELM ST 
1376,70 EAST LAKE ST SUITE 1116 
1377,185 CHESTERFIELD BUSINESS PKWY 
1378,5700 PLEASANT VIEW ROAD 
1379,20904 NERINE COURT 
1380,6801 PARK TERRACE SUITE 500 
1381,P.O. BOX 8120 
1382,10249 CHURCH RANCH WAY SUITE 100 
1383,420 FIFTH AVENUE 
1384,901 TRYENS ROAD 
1385,206 NORTH MAIN ST. 
1386,3350 RIVERWOOD PKWY STE 300 
1387,"222 N 2ND ST., SUITE 220 "
1388,2101 FOURTH AVE SUITE 1260 
1389,773 STRAITS TURNPIKE 
1390,18450 SUMMIT AVE SUITE #320 
1391,66 SUMMER STREET 
1392,415 KILVERT STREET 
1393,250 WEBSTER SQUARE ROAD 
1394,10301 E ARAPAHOE RD SUITE 200 
1395,1401 VALLEY VIEW LANE SUITE 100 
1396,8525 SW 92ND STREET SUITE A3B 
1397,2800 S RIVER ROAD SUITE 390 
1398,1308 MORRIS AVENUE 
1399,11211 CANTRELL RD. #100 
1400,3863 TRUEMAN COURT 
1401,70 WEST MADISON STREET SUITE 1400 
