,ADDRESSES,ADDRESS,POBOX,SUITE,ATTN,BEST FIT
146,100 OAKDALE CAMPUS SUITE 225 TIC,100 OAKDALE CAMPUS,,SUITE 225,,"[[0, 3, 3, ['ADDRESS'], '100 oakdale campus'], [3, 5, 2, ['SUITE'], 'suite 225']]"
147,100 PARDUE ROAD PO BOX 939,100 PARDUE ROAD,PO BOX 939,,,"[[0, 3, 3, ['ADDRESS'], '100 pardue road'], [3, 6, 3, ['POBOX'], 'po box 939']]"
148,100 PARK STREET PO BOX 386,100 PARK STREET,PO BOX 386,,,"[[0, 3, 3, ['ADDRESS'], '100 park street'], [3, 6, 3, ['POBOX'], 'po box 386']]"
149,100 PINE #350,100 PINE,,#350,,"[[0, 2, 2, ['ADDRESS'], '100 pine'], [2, 3, 1, ['SUITE'], '#350']]"
150,100 QUANNAPOWITT PKWY #205,100 QUANNAPOWITT PKWY,,#205,,"[[0, 3, 3, ['ADDRESS'], '100 quannapowitt pkwy'], [3, 4, 1, ['SUITE'], '#205']]"
151,100 R WALES AVENUE PO BOX 507,100 R WALES AVENUE,PO BOX 507,,,"[[0, 4, 4, ['ADDRESS'], '100 r wales avenue'], [4, 7, 3, ['POBOX'], 'po box 507']]"
152,100 RICE MINE ROAD LOOP SUITE 301,100 RICE MINE ROAD,,SUITE 301,,"[[0, 4, 4, ['ADDRESS'], '100 rice mine road'], [5, 7, 2, ['SUITE'], 'suite 301']]"
153,100 S COLLEGE ST PO BOX 16,100 S COLLEGE ST,PO BOX 16,,,"[[0, 4, 4, ['ADDRESS'], '100 s college st'], [4, 7, 3, ['POBOX'], 'po box 16']]"
154,100 S WEST STREET SUITE 400,,,SUITE 400,,"[[2, 3, 1, ['_DIR_'], 'west'], [4, 6, 2, ['SUITE'], 'suite 400']]"
155,100 SHARP ROAD PO BOX 1339,100 SHARP ROAD,PO BOX 1339,,,"[[0, 3, 3, ['ADDRESS'], '100 sharp road'], [3, 6, 3, ['POBOX'], 'po box 1339']]"
156,100 SOUTH BROAD STREET STE 1205 LAND TITLE BUILDING,100 SOUTH BROAD STREET,,STE 1205,,"[[0, 4, 4, ['ADDRESS'], '100 south broad street'], [4, 6, 2, ['SUITE'], 'ste 1205']]"
157,100 SOUTH BROAD STREET SUITE,100 SOUTH BROAD STREET,,,,"[[0, 4, 4, ['ADDRESS'], '100 south broad street']]"
158,100 SOUTH JACKSON STREET SUIT,100 SOUTH JACKSON STREET,,,,"[[0, 4, 4, ['ADDRESS'], '100 south jackson street']]"
159,100 SOUTH KING STREET SUITE #,100 SOUTH KING STREET,,,,"[[0, 4, 4, ['ADDRESS'], '100 south king street']]"
160,100 STATE STREET #600,100 STATE STREET,,#600,,"[[0, 3, 3, ['ADDRESS'], '100 state street'], [3, 4, 1, ['SUITE'], '#600']]"
161,100 VETERANS MEMORIAL DRIVE PO BOX 509,100 VETERANS MEMORIAL DRIVE,PO BOX 509,,,"[[0, 4, 4, ['ADDRESS'], '100 veterans memorial drive'], [4, 7, 3, ['POBOX'], 'po box 509']]"
162,100 W HARRISON ST #200,100 W HARRISON ST,,#200,,"[[0, 4, 4, ['ADDRESS'], '100 w harrison st'], [4, 5, 1, ['SUITE'], '#200']]"
163,100 W SAN FERNANDO STREET SUITE 310,,,SUITE 310,,"[[1, 2, 1, ['_DIR_', 'SUITE'], 'w'], [5, 7, 2, ['SUITE'], 'suite 310']]"
164,100 WASHINGTON AVE SOUTH SUITE,100 WASHINGTON AVE SOUTH,,,,"[[0, 4, 4, ['ADDRESS'], '100 washington ave south']]"
165,100 WEST 10TH STREET SUIE 1016,100 WEST 10TH STREET,,1016,,"[[0, 4, 4, ['ADDRESS'], '100 west 10th street'], [5, 6, 1, ['SUITE'], '1016']]"
166,100 WEST COOK STREET PO BOX 396,100 WEST COOK STREET,PO BOX 396,,,"[[0, 4, 4, ['ADDRESS'], '100 west cook street'], [4, 7, 3, ['POBOX'], 'po box 396']]"
167,100 WEST M L KING BLVD SUITE 402,,,SUITE 402,,"[[1, 2, 1, ['_DIR_'], 'west'], [6, 8, 2, ['SUITE'], 'suite 402']]"
168,100 WESTMORELAND OFFICE CENTER,100 WESTMORELAND OFFICE CENTER,,,,"[[0, 4, 4, ['ADDRESS'], '100 westmoreland office center']]"
169,100 WEYMOUTH STREET PO BOX 369,100 WEYMOUTH STREET,PO BOX 369,,,"[[0, 3, 3, ['ADDRESS'], '100 weymouth street'], [3, 6, 3, ['POBOX'], 'po box 369']]"
170,100 WHITE CLAY CENTER DRIVE #103,100 WHITE CLAY CENTER,,#103,,"[[0, 4, 4, ['ADDRESS'], '100 white clay center'], [5, 6, 1, ['SUITE'], '#103']]"
171,100 WILLOW VALLEY LAKES DRIVE,100 WILLOW VALLEY LAKES,,,,"[[0, 4, 4, ['ADDRESS'], '100 willow valley lakes']]"
172,100 WOODYARD ROAD PO BOX 4,100 WOODYARD ROAD,PO BOX 4,,,"[[0, 3, 3, ['ADDRESS'], '100 woodyard road'], [3, 6, 3, ['POBOX'], 'po box 4']]"
173,100-B FORSYTH HALL DRIVE,XX,XX,XX,XX,[]
174,1000 A PERIMETER PARK DRIVE,1000 A PERIMETER PARK,,,,"[[0, 4, 4, ['ADDRESS'], '1000 a perimeter park']]"
175,1000 CORPORATE DRIVE SEVENTH FLOOR,1000 CORPORATE DRIVE SEVENTH,,,,"[[0, 4, 4, ['ADDRESS'], '1000 corporate drive seventh']]"
176,1000 GENESEE ST STE 100 THE HILL MEDICAL CENTER,1000 GENESEE ST,,STE 100,,"[[0, 3, 3, ['ADDRESS'], '1000 genesee st'], [3, 5, 2, ['SUITE'], 'ste 100']]"
177,1000 HADDONFIELD-BERLIN ROAD SUITE 208,,,SUITE 208,,"[[3, 5, 2, ['SUITE'], 'suite 208']]"
178,1000 HERRONTOWN ROAD PO BOX 48,1000 HERRONTOWN ROAD,PO BOX 48,,,"[[0, 3, 3, ['ADDRESS'], '1000 herrontown road'], [3, 6, 3, ['POBOX'], 'po box 48']]"
179,1000 NORTH POST OAK ROAD SUIT,1000 NORTH POST OAK ROAD,,,,"[[0, 5, 5, ['ADDRESS'], '1000 north post oak road']]"
180,1000 O STREET SUITE 102,1000 O STREET,,SUITE 102,,"[[0, 3, 3, ['ADDRESS'], '1000 o street'], [3, 5, 2, ['SUITE'], 'suite 102']]"
181,1000 PASEO CAMARILLO #134,1000 PASEO CAMARILLO,,#134,,"[[0, 3, 3, ['ADDRESS'], '1000 paseo camarillo'], [3, 4, 1, ['SUITE'], '#134']]"
182,1000 PEACHTREE INDUSTRIAL BOUL SUITE 6-189,1000 PEACHTREE INDUSTRIAL,,SUITE 6-189,,"[[0, 3, 3, ['ADDRESS'], '1000 peachtree industrial'], [4, 6, 2, ['SUITE'], 'suite 6-189']]"
183,1000 S CLEVELAND-MASSILLON RD SUITE 106,,,SUITE 106,,"[[1, 2, 1, ['_DIR_', 'SUITE'], 's'], [4, 6, 2, ['SUITE'], 'suite 106']]"
184,1000 S FREMONT AVE BLDG B1 SUITE 10100,1000 S FREMONT AVE,,SUITE 10100,,"[[0, 4, 4, ['ADDRESS'], '1000 s fremont ave'], [6, 8, 2, ['SUITE'], 'suite 10100']]"
185,1000 URBAN CENTER DRIVE SUITE,1000 URBAN CENTER DRIVE,,,,"[[0, 4, 4, ['ADDRESS'], '1000 urban center drive']]"
186,1000 WALNUT #1570,1000 WALNUT,,#1570,,"[[0, 2, 2, ['ADDRESS'], '1000 walnut'], [2, 3, 1, ['SUITE'], '#1570']]"
187,1000 WASHINGTON SQUARE PO BOX 1457,1000 WASHINGTON SQUARE,PO BOX 1457,,,"[[0, 3, 3, ['ADDRESS'], '1000 washington square'], [3, 6, 3, ['POBOX'], 'po box 1457']]"
188,1000 WINDWARD CONCOURSE SUITE 150,1000 WINDWARD CONCOURSE,,SUITE 150,,"[[0, 3, 3, ['ADDRESS'], '1000 windward concourse'], [3, 5, 2, ['SUITE'], 'suite 150']]"
189,10001 PATTERSON AVE #101,10001 PATTERSON AVE,,#101,,"[[0, 3, 3, ['ADDRESS'], '10001 patterson ave'], [3, 4, 1, ['SUITE'], '#101']]"
190,10001 REUNION PLACE #100,10001 REUNION PLACE,,#100,,"[[0, 3, 3, ['ADDRESS'], '10001 reunion place'], [3, 4, 1, ['SUITE'], '#100']]"
191,10001 WOODLOCH FOREST DRIVE #610,10001 WOODLOCH FOREST DRIVE,,#610,,"[[0, 4, 4, ['ADDRESS'], '10001 woodloch forest drive'], [4, 5, 1, ['SUITE'], '#610']]"
192,10002 SAM HOUSTON CENTER DRIVE,10002 SAM HOUSTON CENTER,,,,"[[0, 4, 4, ['ADDRESS'], '10002 sam houston center']]"
193,10004 KENNERLY ROAD #230 A,10004 KENNERLY ROAD,,A,,"[[0, 3, 3, ['ADDRESS'], '10004 kennerly road'], [4, 5, 1, ['SUITE'], 'a']]"
194,10005 MISSION MILL RD PO BOX 985,10005 MISSION MILL RD,PO BOX 985,,,"[[0, 4, 4, ['ADDRESS'], '10005 mission mill rd'], [4, 7, 3, ['POBOX'], 'po box 985']]"
195,1001 19TH ST N 16TH FLR,1001 19TH ST N,,FLR,,"[[0, 4, 4, ['ADDRESS'], '1001 19th st n'], [5, 6, 1, ['SUITE'], 'flr']]"
196,1001 4TH AVE SUITE #4200,1001 4TH AVE,,#4200,,"[[0, 3, 3, ['ADDRESS'], '1001 4th ave'], [4, 5, 1, ['SUITE'], '#4200']]"
197,1001 AVE OF THE AMERICAS SUITE 1502,,,SUITE 1502,,"[[5, 7, 2, ['SUITE'], 'suite 1502']]"
198,1001 BRICKELL BAY DRIVE #130,1001 BRICKELL BAY DRIVE,,#130,,"[[0, 4, 4, ['ADDRESS'], '1001 brickell bay drive'], [4, 5, 1, ['SUITE'], '#130']]"
199,1001 BRICKELL BAY DRIVE SUITE# 3112,1001 BRICKELL BAY DRIVE,,3112,,"[[0, 4, 4, ['ADDRESS'], '1001 brickell bay drive'], [5, 6, 1, ['SUITE'], '3112']]"
200,1001 BROKEN SOUND PAKRWAY NW SUITE A,1001 BROKEN SOUND,,SUITE A,,"[[0, 3, 3, ['ADDRESS'], '1001 broken sound'], [4, 5, 1, ['_DIR_'], 'nw'], [5, 7, 2, ['SUITE'], 'suite a']]"
201,1001 BROKEN SOUND PARKWAY NW SUITE A,1001 BROKEN SOUND PARKWAY NW,,SUITE A,,"[[0, 5, 5, ['ADDRESS'], '1001 broken sound parkway nw'], [5, 7, 2, ['SUITE'], 'suite a']]"
202,1001 E BUCKINGHAM #112,1001 E BUCKINGHAM,,#112,,"[[0, 3, 3, ['ADDRESS'], '1001 e buckingham'], [3, 4, 1, ['SUITE'], '#112']]"
203,1001 EASTWIND DR #202,1001 EASTWIND DR,,#202,,"[[0, 3, 3, ['ADDRESS'], '1001 eastwind dr'], [3, 4, 1, ['SUITE'], '#202']]"
204,1001 FORMAN ROAD PO BOX 226,1001 FORMAN ROAD,PO BOX 226,,,"[[0, 3, 3, ['ADDRESS'], '1001 forman road'], [3, 6, 3, ['POBOX'], 'po box 226']]"
205,1001 G STREET NW SUITE 300W,1001 G STREET NW,,SUITE 300W,,"[[0, 4, 4, ['ADDRESS'], '1001 g street nw'], [4, 6, 2, ['SUITE'], 'suite 300w']]"
206,1001 G STREET NW SUITE 400E,1001 G STREET NW,,SUITE 400E,,"[[0, 4, 4, ['ADDRESS'], '1001 g street nw'], [4, 6, 2, ['SUITE'], 'suite 400e']]"
207,1001 G STREET NW SUITE 700-W,1001 G STREET NW,,SUITE 700-W,,"[[0, 4, 4, ['ADDRESS'], '1001 g street nw'], [4, 6, 2, ['SUITE'], 'suite 700-w']]"
208,1001 JAMES DR SUITE A-21,1001 JAMES DR,,,,"[[0, 3, 3, ['ADDRESS'], '1001 james dr']]"
209,1001 MARSHALL STREET SUITE #5,1001 MARSHALL STREET,,#5,,"[[0, 3, 3, ['ADDRESS'], '1001 marshall street'], [4, 5, 1, ['SUITE'], '#5']]"
210,1001 PARTRIDGE DRIVE #330,1001 PARTRIDGE DRIVE,,#330,,"[[0, 3, 3, ['ADDRESS'], '1001 partridge drive'], [3, 4, 1, ['SUITE'], '#330']]"
211,1001 PENNSYLVANIA AVENUE NW SUITE 740 - SOUTH,1001 PENNSYLVANIA AVENUE NW,,SUITE 740,,"[[0, 4, 4, ['ADDRESS'], '1001 pennsylvania avenue nw'], [4, 6, 2, ['SUITE'], 'suite 740'], [7, 8, 1, ['_DIR_'], 'south']]"
212,1001 PRINCE GEORGES BLVD SU,1001 PRINCE GEORGES BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '1001 prince georges blvd']]"
213,1001 WEST COURT STREET,1001 WEST COURT STREET,,,,"[[0, 4, 4, ['ADDRESS'], '1001 west court street']]"
214,1001 WEST LOOP SOUTH SUITE 700,1001 WEST LOOP,,SUITE 700,,"[[0, 3, 3, ['ADDRESS'], '1001 west loop'], [3, 4, 1, ['_DIR_'], 'south'], [4, 6, 2, ['SUITE'], 'suite 700']]"
215,10010 JUNCTION DR 201-N,10010 JUNCTION DR,,,,"[[0, 3, 3, ['ADDRESS'], '10010 junction dr']]"
216,10011 NO FOOTHILL BLVD#110,10011 NO FOOTHILL,,,,"[[0, 3, 3, ['ADDRESS'], '10011 no foothill']]"
217,10018 SANTA FE SPRINGS ROAD,,,10018,,"[[0, 1, 1, ['SUITE'], '10018']]"
218,1003 BISHOP STREET PAUAHI TOW,1003 BISHOP STREET PAUAHI,,,,"[[0, 4, 4, ['ADDRESS'], '1003 bishop street pauahi']]"
219,1004 DRESSER COURT #106,1004 DRESSER COURT,,#106,,"[[0, 3, 3, ['ADDRESS'], '1004 dresser court'], [3, 4, 1, ['SUITE'], '#106']]"
220,1004 N 19TH AVE BUILDING 4,1004 N 19TH AVE,,4,,"[[0, 4, 4, ['ADDRESS'], '1004 n 19th ave'], [5, 6, 1, ['SUITE'], '4']]"
221,1004 NORTH EAST ADAMS STREET,,,1004 NORTH,,"[[0, 2, 2, ['SUITE'], '1004 north'], [2, 3, 1, ['_DIR_'], 'east']]"
222,1005 MAR-WALT DR,,,1005,,"[[0, 1, 1, ['SUITE'], '1005']]"
223,1005 N EVERGREEN #202,1005 N EVERGREEN,,#202,,"[[0, 3, 3, ['ADDRESS'], '1005 n evergreen'], [3, 4, 1, ['SUITE'], '#202']]"
224,1005 OAK STREET PO BOX 519,1005 OAK STREET,PO BOX 519,,,"[[0, 3, 3, ['ADDRESS'], '1005 oak street'], [3, 6, 3, ['POBOX'], 'po box 519']]"
225,10050 N FOOTHILL BLVD SUITE,10050 N FOOTHILL BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '10050 n foothill blvd']]"
226,1006-J NE 146TH STREET,,,,,"[[1, 2, 1, ['_DIR_'], 'ne']]"
227,1007 7TH STREET FOURTH FLOOR,1007 7TH STREET,,,,"[[0, 3, 3, ['ADDRESS'], '1007 7th street']]"
228,1007 N ORANGE STREET PO BOX 2207,1007 N ORANGE STREET,PO BOX 2207,,,"[[0, 4, 4, ['ADDRESS'], '1007 n orange street'], [4, 7, 3, ['POBOX'], 'po box 2207']]"
229,101 5TH STREET EAST SUITE 2400,101 5TH STREET EAST,,SUITE 2400,,"[[0, 4, 4, ['ADDRESS'], '101 5th street east'], [4, 6, 2, ['SUITE'], 'suite 2400']]"
230,101 ADAMS HILL ROAD PO BOX 413,101 ADAMS HILL ROAD,PO BOX 413,,,"[[0, 4, 4, ['ADDRESS'], '101 adams hill road'], [4, 7, 3, ['POBOX'], 'po box 413']]"
231,101 E PARK #600,101 E PARK,,#600,,"[[0, 3, 3, ['ADDRESS'], '101 e park'], [3, 4, 1, ['SUITE'], '#600']]"
232,101 EAST F STREET,,,101 EAST,,"[[0, 2, 2, ['SUITE'], '101 east']]"
233,101 GARDEN OF EDEN ROAD,101 GARDEN OF EDEN,,,,"[[0, 4, 4, ['ADDRESS'], '101 garden of eden']]"
234,101 JIM WRIGHT FREEWAY SOUTH SUITE 200,101 JIM WRIGHT FREEWAY SOUTH,,SUITE 200,,"[[0, 5, 5, ['ADDRESS'], '101 jim wright freeway south'], [5, 7, 2, ['SUITE'], 'suite 200']]"
235,101 LIBERTY INDUS PRKWY,101 LIBERTY INDUS,,,,"[[0, 3, 3, ['ADDRESS'], '101 liberty indus']]"
236,101 MAIN STREET N PO BOX 187,101 MAIN STREET N,PO BOX 187,,,"[[0, 4, 4, ['ADDRESS'], '101 main street n'], [4, 7, 3, ['POBOX'], 'po box 187']]"
237,101 MAIN STREET PO BOX 67,101 MAIN STREET,PO BOX 67,,,"[[0, 3, 3, ['ADDRESS'], '101 main street'], [3, 6, 3, ['POBOX'], 'po box 67']]"
238,101 MAIN STREET PO BOX 900,101 MAIN STREET,PO BOX 900,,,"[[0, 3, 3, ['ADDRESS'], '101 main street'], [3, 6, 3, ['POBOX'], 'po box 900']]"
239,101 MAIN STREET SUITE #1210,101 MAIN STREET,,#1210,,"[[0, 3, 3, ['ADDRESS'], '101 main street'], [4, 5, 1, ['SUITE'], '#1210']]"
240,101 Q STREET NE SUITE G,101 Q STREET NE,,SUITE G,,"[[0, 4, 4, ['ADDRESS'], '101 q street ne'], [4, 6, 2, ['SUITE'], 'suite g']]"
241,101 REDWOOD SHORES PKWY SUITE,101 REDWOOD SHORES PKWY,,,,"[[0, 4, 4, ['ADDRESS'], '101 redwood shores pkwy']]"
242,101 ROBINS STREET PO BOX 519,101 ROBINS STREET,PO BOX 519,,,"[[0, 3, 3, ['ADDRESS'], '101 robins street'], [3, 6, 3, ['POBOX'], 'po box 519']]"
243,101 ROXALANA BUSINESS PARK #2,101 ROXALANA BUSINESS PARK,,#2,,"[[0, 4, 4, ['ADDRESS'], '101 roxalana business park'], [4, 5, 1, ['SUITE'], '#2']]"
244,101 SHATTUCK WAY #1,101 SHATTUCK WAY,,#1,,"[[0, 3, 3, ['ADDRESS'], '101 shattuck way'], [3, 4, 1, ['SUITE'], '#1']]"
245,101 SOUTH MAIN STREET P O BOX 128,101 SOUTH MAIN STREET,P O BOX 128,,,"[[0, 4, 4, ['ADDRESS'], '101 south main street'], [4, 8, 4, ['POBOX'], 'p o box 128']]"
246,101 W 103RD STREET INH-515,101 W 103RD STREET,,,,"[[0, 4, 4, ['ADDRESS'], '101 w 103rd street']]"
247,101 W SHERIDAN RD PO BOX 168,101 W SHERIDAN RD,PO BOX 168,,,"[[0, 4, 4, ['ADDRESS'], '101 w sheridan rd'], [4, 7, 3, ['POBOX'], 'po box 168']]"
248,101 WEST BROADWAY NINTH FLOOR,101 WEST BROADWAY NINTH,,,,"[[0, 4, 4, ['ADDRESS'], '101 west broadway ninth']]"
249,1010 LAMAR #1100,1010 LAMAR,,#1100,,"[[0, 2, 2, ['ADDRESS'], '1010 lamar'], [2, 3, 1, ['SUITE'], '#1100']]"
250,1010 MILL CREEK DR P O BOX 326,1010 MILL CREEK DR,P O BOX 326,,,"[[0, 4, 4, ['ADDRESS'], '1010 mill creek dr'], [4, 8, 4, ['POBOX'], 'p o box 326']]"
251,1010 N SAN JACINTO SUITE 200,,,SUITE 200,,"[[1, 2, 1, ['_DIR_', 'SUITE'], 'n'], [4, 6, 2, ['SUITE'], 'suite 200']]"
252,1010 PRINCE AVE SUITE 115 SOUTH,1010 PRINCE AVE,,SUITE 115 SOUTH,,"[[0, 3, 3, ['ADDRESS'], '1010 prince ave'], [3, 6, 3, ['SUITE'], 'suite 115 south']]"
253,1010 WISCONSIN AVE NW #400,1010 WISCONSIN AVE NW,,#400,,"[[0, 4, 4, ['ADDRESS'], '1010 wisconsin ave nw'], [4, 5, 1, ['SUITE'], '#400']]"
254,10100 SANTA MONICA BLVD SUIT,10100 SANTA MONICA BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '10100 santa monica blvd']]"
255,10100 SANTA MONICA BOULEVARD 11TH FLOOR SUITE 1300,,,SUITE 1300,,"[[6, 8, 2, ['SUITE'], 'suite 1300']]"
256,1011 NW 51 STREET #6,1011 NW 51 STREET,,#6,,"[[0, 4, 4, ['ADDRESS'], '1011 nw 51 street'], [4, 5, 1, ['SUITE'], '#6']]"
257,1011 US HWY 22 SUITE 101,1011 US HWY,,SUITE 101,,"[[0, 3, 3, ['ADDRESS'], '1011 us hwy'], [4, 6, 2, ['SUITE'], 'suite 101']]"
258,1011TUNNEL ROAD SUITE 140,,,SUITE 140,,"[[2, 4, 2, ['SUITE'], 'suite 140']]"
259,1012 14TH STREET NW SUITE 300,1012 14TH STREET NW,,SUITE 300,,"[[0, 4, 4, ['ADDRESS'], '1012 14th street nw'], [4, 6, 2, ['SUITE'], 'suite 300']]"
260,1012 14TH STREET NW SUITE 905,1012 14TH STREET NW,,SUITE 905,,"[[0, 4, 4, ['ADDRESS'], '1012 14th street nw'], [4, 6, 2, ['SUITE'], 'suite 905']]"
261,1012 C STREET,1012 C STREET,,,,"[[0, 3, 3, ['ADDRESS'], '1012 c street']]"
262,10121 W NORTH AVENUE,,,10121 W,,"[[0, 2, 2, ['SUITE'], '10121 w'], [2, 3, 1, ['_DIR_'], 'north']]"
263,10125 COLESVILLE ROAD #174,10125 COLESVILLE ROAD,,#174,,"[[0, 3, 3, ['ADDRESS'], '10125 colesville road'], [3, 4, 1, ['SUITE'], '#174']]"
264,10125 CROSSTOWN CIRCLE SUITE,10125 CROSSTOWN CIRCLE,,,,"[[0, 3, 3, ['ADDRESS'], '10125 crosstown circle']]"
265,1013 5TH STREET NORTH STE 2,1013 5TH STREET NORTH,,STE 2,,"[[0, 4, 4, ['ADDRESS'], '1013 5th street north'], [4, 6, 2, ['SUITE'], 'ste 2']]"
266,1014 C STREET SE,1014 C STREET SE,,,,"[[0, 4, 4, ['ADDRESS'], '1014 c street se']]"
267,1015 PROVIDENCE TOWERS 5001 SPRING VALLEY RD,5001 SPRING VALLEY RD,,1015,,"[[0, 1, 1, ['SUITE'], '1015'], [3, 7, 4, ['ADDRESS'], '5001 spring valley rd']]"
268,1015 TYRONE RD STUITE 710 PO BOX 415,1015 TYRONE RD,PO BOX 415,710,,"[[0, 3, 3, ['ADDRESS'], '1015 tyrone rd'], [4, 5, 1, ['SUITE'], '710'], [5, 8, 3, ['POBOX'], 'po box 415']]"
269,1015 WEST O STREET,,,1015 WEST,,"[[0, 2, 2, ['SUITE'], '1015 west']]"
270,1016 16TH ST NW SECOND FLOOR,1016 16TH ST NW,,,,"[[0, 4, 4, ['ADDRESS'], '1016 16th st nw']]"
271,10161 HARWIN DRIVE #150,10161 HARWIN DRIVE,,#150,,"[[0, 3, 3, ['ADDRESS'], '10161 harwin drive'], [3, 4, 1, ['SUITE'], '#150']]"
272,1017 O STREET NW,1017 O STREET NW,,,,"[[0, 4, 4, ['ADDRESS'], '1017 o street nw']]"
273,1017 W WASHINGTON BLVD UNIT #2C,1017 W WASHINGTON BLVD,,,,"[[0, 4, 4, ['ADDRESS'], '1017 w washington blvd']]"
274,1019 OLD MONROVIA RD NW #249,1019 OLD MONROVIA RD NW,,#249,,"[[0, 5, 5, ['ADDRESS'], '1019 old monrovia rd nw'], [5, 6, 1, ['SUITE'], '#249']]"
275,102 TIDE MILL ROAD #6,102 TIDE MILL ROAD,,#6,,"[[0, 4, 4, ['ADDRESS'], '102 tide mill road'], [4, 5, 1, ['SUITE'], '#6']]"
276,102 TUFTS RD PO BOX 160,102 TUFTS RD,PO BOX 160,,,"[[0, 3, 3, ['ADDRESS'], '102 tufts rd'], [3, 6, 3, ['POBOX'], 'po box 160']]"
277,102 WEST MAIN STREET PO BOX 369,102 WEST MAIN STREET,PO BOX 369,,,"[[0, 4, 4, ['ADDRESS'], '102 west main street'], [4, 7, 3, ['POBOX'], 'po box 369']]"
278,102 WEST WHITING STREET STE,102 WEST WHITING STREET,,,,"[[0, 4, 4, ['ADDRESS'], '102 west whiting street']]"
279,1020 16TH STREET NORTHWEST #400,1020 16TH STREET,,#400,,"[[0, 3, 3, ['ADDRESS'], '1020 16th street'], [4, 5, 1, ['SUITE'], '#400']]"
280,1020 19TH STREET NW SUITE 650,1020 19TH STREET NW,,SUITE 650,,"[[0, 4, 4, ['ADDRESS'], '1020 19th street nw'], [4, 6, 2, ['SUITE'], 'suite 650']]"
281,1020 HOLCOMBE BLVD #1304,1020 HOLCOMBE BLVD,,#1304,,"[[0, 3, 3, ['ADDRESS'], '1020 holcombe blvd'], [3, 4, 1, ['SUITE'], '#1304']]"
282,1020 W PARK AVENUE,1020 W PARK AVENUE,,,,"[[0, 4, 4, ['ADDRESS'], '1020 w park avenue']]"
283,1020 WEST ALCOTT AVENUE PO BOX 655,1020 WEST ALCOTT AVENUE,PO BOX 655,,,"[[0, 4, 4, ['ADDRESS'], '1020 west alcott avenue'], [4, 7, 3, ['POBOX'], 'po box 655']]"
284,10202 WEST WASHINGTON BLVD GABLE BUILDING SUITE 307,10202 WEST WASHINGTON BLVD,,SUITE 307,,"[[0, 4, 4, ['ADDRESS'], '10202 west washington blvd'], [6, 8, 2, ['SUITE'], 'suite 307']]"
285,10210 N CENTRAL EXPRESSWAY SUI,10210 N CENTRAL EXPRESSWAY,,,,"[[0, 4, 4, ['ADDRESS'], '10210 n central expressway']]"
286,1022 E GRIFFIN PARKWAY SUITE,1022 E GRIFFIN PARKWAY,,,,"[[0, 4, 4, ['ADDRESS'], '1022 e griffin parkway']]"
287,1022 PARK STREET #301,1022 PARK STREET,,#301,,"[[0, 3, 3, ['ADDRESS'], '1022 park street'], [3, 4, 1, ['SUITE'], '#301']]"
288,1022 WILLOW CREEEK ROAD SUITE,1022 WILLOW CREEEK ROAD,,,,"[[0, 4, 4, ['ADDRESS'], '1022 willow creeek road']]"
289,1023 15TH STREET NW SUITE #801,1023 15TH STREET NW,,#801,,"[[0, 4, 4, ['ADDRESS'], '1023 15th street nw'], [5, 6, 1, ['SUITE'], '#801']]"
290,1023 15TH STREET NW SUITE 500,1023 15TH STREET NW,,SUITE 500,,"[[0, 4, 4, ['ADDRESS'], '1023 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 500']]"
291,1023 15TH STREET NW SUITE 900,1023 15TH STREET NW,,SUITE 900,,"[[0, 4, 4, ['ADDRESS'], '1023 15th street nw'], [4, 6, 2, ['SUITE'], 'suite 900']]"
292,1023 W 55TH STREET SUITE A SECOND FLOOR,1023 W 55TH STREET,,SUITE A,,"[[0, 4, 4, ['ADDRESS'], '1023 w 55th street'], [4, 6, 2, ['SUITE'], 'suite a']]"
293,1025 KEN-O-SHA INDUSTRIAL PARK,,,1025,,"[[0, 1, 1, ['SUITE'], '1025']]"
294,1025 SW1ST AVE SUITE A,,,SUITE A,,"[[3, 5, 2, ['SUITE'], 'suite a']]"
295,1025 THOMAS JEFFERSON ST NW 8TH FL WEST TOWER,1025 THOMAS JEFFERSON ST NW,,8TH FL,,"[[0, 5, 5, ['ADDRESS'], '1025 thomas jefferson st nw'], [5, 7, 2, ['SUITE'], '8th fl'], [7, 8, 1, ['_DIR_'], 'west']]"
296,1026 16TH STREET NW SUITE 102,1026 16TH STREET NW,,SUITE 102,,"[[0, 4, 4, ['ADDRESS'], '1026 16th street nw'], [4, 6, 2, ['SUITE'], 'suite 102']]"
297,1026 WEST 4TH AVE #201,1026 WEST 4TH AVE,,#201,,"[[0, 4, 4, ['ADDRESS'], '1026 west 4th ave'], [4, 5, 1, ['SUITE'], '#201']]"
298,102C S CHAPMAN DRIVE,,,102C,,"[[0, 1, 1, ['SUITE'], '102c'], [1, 2, 1, ['_DIR_', 'SUITE'], 's']]"
299,103 52ND AVENUE PLZ E,103 52ND AVENUE,,,,"[[0, 3, 3, ['ADDRESS'], '103 52nd avenue'], [4, 5, 1, ['_DIR_', 'SUITE'], 'e']]"
