" 1 mile ","  Oldham town centre is around 1 mile to the north west "," [['DIGIT', 'ADR_HEAD'], ['ALPHA']] "," [[5, 7, 2, ['_ADDRESS_'], '1 mile']] "," [[5, 6, 1, ['_SUITE_'], '1'], [5, 7, 2, ['_ADDRESS_'], '1 mile'], [9, 10, 1, ['_DIR_'], 'north'], [10, 11, 1, ['_DIR_'], 'west']] "," [[[5, 6, 1, ['_SUITE_'], '1']], [[5, 7, 2, ['_ADDRESS_'], '1 mile']], [[9, 10, 1, ['_DIR_'], 'north']], [[10, 11, 1, ['_DIR_'], 'west']]] "," [[[5, 7, 2, ['_ADDRESS_'], '1 mile']]] "
"  "," Find 2 bedroom homes for sale in OL8 "," [] "," [] "," [[1, 2, 1, ['_SUITE_'], '2'], [7, 8, 1, ['_SUITE_'], 'ol8']] "," [[[1, 2, 1, ['_SUITE_'], '2']], [[7, 8, 1, ['_SUITE_'], 'ol8']]] "," [] "
"  ","  At homes24 you can find homes to buy in every price range "," [] "," [] "," [[1, 2, 1, ['_SUITE_'], 'homes24']] "," [[[1, 2, 1, ['_SUITE_'], 'homes24']]] "," [] "
"  "," 3 bedroom terraced house for sale - Garforth Street, Chadderton, OL9 Maya Property Services are pleased to bring to the market this deceptively large 3 bedroom mid-terrace property which is situated in the popular and sought after residential area of Chadderton Oldham "," [] "," [] "," [[0, 1, 1, ['_SUITE_'], '3'], [12, 13, 1, ['_SUITE_'], 'ol9'], [26, 27, 1, ['_SUITE_'], '3']] "," [[[0, 1, 1, ['_SUITE_'], '3']], [[12, 13, 1, ['_SUITE_'], 'ol9']], [[26, 27, 1, ['_SUITE_'], '3']]] "," [] "
"  "," Summary "," [] "," [] "," [] "," [] "," [] "
"  ","  OL8 2DE is a residential postcode in Oldham, Oldham "," [] "," [] "," [[0, 1, 1, ['_SUITE_'], 'ol8'], [3, 4, 1, ['_SUITE_'], 'a']] "," [[[0, 1, 1, ['_SUITE_'], 'ol8']], [[3, 4, 1, ['_SUITE_'], 'a']]] "," [] "
"  ","  It was first introduced in January 1980 "," [] "," [] "," [[6, 7, 1, ['_SUITE_'], '1980']] "," [[[6, 7, 1, ['_SUITE_'], '1980']]] "," [] "
"  ","  The most common council tax band is A "," [] "," [] "," [[7, 8, 1, ['_SUITE_'], 'a']] "," [[[7, 8, 1, ['_SUITE_'], 'a']]] "," [] "
" 429 with an ","  Estimated residential property values, based on historical transactions and adjusted for inflation, range from £20,731 to £103,429 with an average of £53,310 "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ALPHA']] "," [[22, 25, 3, ['_ADDRESS_'], '429 with an']] "," [[16, 17, 1, ['_SUITE_'], '20'], [18, 19, 1, ['_SUITE_'], '731'], [20, 21, 1, ['_SUITE_'], '103'], [22, 23, 1, ['_SUITE_'], '429'], [22, 24, 2, ['_ADDRESS_'], '429 with'], [22, 25, 3, ['_ADDRESS_'], '429 with an'], [27, 28, 1, ['_SUITE_'], '53'], [29, 30, 1, ['_SUITE_'], '310']] "," [[[16, 17, 1, ['_SUITE_'], '20']], [[18, 19, 1, ['_SUITE_'], '731']], [[20, 21, 1, ['_SUITE_'], '103']], [[22, 23, 1, ['_SUITE_'], '429']], [[22, 24, 2, ['_ADDRESS_'], '429 with']], [[22, 25, 3, ['_ADDRESS_'], '429 with an']], [[27, 28, 1, ['_SUITE_'], '53']], [[29, 30, 1, ['_SUITE_'], '310']]] "," [[[22, 24, 2, ['_ADDRESS_'], '429 with']], [[22, 25, 3, ['_ADDRESS_'], '429 with an']]] "
"  "," The average house price in Worsley Street, Oldham OL8 2DE is £69,080 "," [] "," [] "," [[9, 10, 1, ['_SUITE_'], 'ol8'], [12, 13, 1, ['_SUITE_'], '69'], [14, 15, 1, ['_SUITE_'], '080']] "," [[[9, 10, 1, ['_SUITE_'], 'ol8']], [[12, 13, 1, ['_SUITE_'], '69']], [[14, 15, 1, ['_SUITE_'], '080']]] "," [] "
"  ","  Find average house prices, current average values and other historic property data with the UK's largest data-driven property portal "," [] "," [] "," [] "," [] "," [] "
"  "," Cousins are pleased to offer for sale this two bedroom terrace property situated in a popular location close to local amenities such as shops and Schools, and offered with no chain!! "," [] "," [] "," [[14, 15, 1, ['_SUITE_'], 'a'], [30, 31, 1, ['_DIR_'], 'no'], [30, 32, 2, ['_SUITE_'], 'no chain']] "," [[[14, 15, 1, ['_SUITE_'], 'a']], [[30, 31, 1, ['_DIR_'], 'no']], [[30, 32, 2, ['_SUITE_'], 'no chain']]] "," [] "
"  "," Anything interesting in WORSLEY STREET? If you know any interesting object in WORSLEY STREET (OLDHAM), feel free to share it with other visitors (comment using your Facebook, Hotmail, Yahoo or AOL account): "," [] "," [] "," [] "," [] "," [] "
" ol8 2 postcode area is "," The OL8 2 Postcode Area is within the following Local Authorities Area: Local Authorities Within the OL8 2 Postcode Area "," [['ALNUM'], ['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ALPHA'], ['WAY']] "," [[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 6, 4, ['_ADDRESS_'], '2 postcode area is']] "," [[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 3, 1, ['_SUITE_'], '2'], [2, 4, 2, ['_ADDRESS_'], '2 postcode'], [2, 5, 3, ['_ADDRESS_'], '2 postcode area'], [2, 6, 4, ['_ADDRESS_'], '2 postcode area is'], [16, 17, 1, ['_SUITE_'], 'ol8'], [17, 18, 1, ['_SUITE_'], '2'], [17, 19, 2, ['_ADDRESS_'], '2 postcode'], [17, 20, 3, ['_ADDRESS_'], '2 postcode area']] "," [[[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 6, 4, ['_ADDRESS_'], '2 postcode area is']], [[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 5, 3, ['_ADDRESS_'], '2 postcode area']], [[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 4, 2, ['_ADDRESS_'], '2 postcode']], [[2, 3, 1, ['_SUITE_'], '2']], [[2, 4, 2, ['_ADDRESS_'], '2 postcode']], [[2, 5, 3, ['_ADDRESS_'], '2 postcode area']], [[2, 6, 4, ['_ADDRESS_'], '2 postcode area is']], [[16, 17, 1, ['_SUITE_'], 'ol8'], [17, 20, 3, ['_ADDRESS_'], '2 postcode area']], [[16, 17, 1, ['_SUITE_'], 'ol8'], [17, 19, 2, ['_ADDRESS_'], '2 postcode']], [[17, 18, 1, ['_SUITE_'], '2']], [[17, 19, 2, ['_ADDRESS_'], '2 postcode']], [[17, 20, 3, ['_ADDRESS_'], '2 postcode area']]] "," [[[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 6, 4, ['_ADDRESS_'], '2 postcode area is']], [[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 5, 3, ['_ADDRESS_'], '2 postcode area']], [[1, 2, 1, ['_SUITE_'], 'ol8'], [2, 4, 2, ['_ADDRESS_'], '2 postcode']], [[2, 4, 2, ['_ADDRESS_'], '2 postcode']], [[2, 5, 3, ['_ADDRESS_'], '2 postcode area']], [[2, 6, 4, ['_ADDRESS_'], '2 postcode area is']], [[16, 17, 1, ['_SUITE_'], 'ol8'], [17, 20, 3, ['_ADDRESS_'], '2 postcode area']], [[16, 17, 1, ['_SUITE_'], 'ol8'], [17, 19, 2, ['_ADDRESS_'], '2 postcode']], [[17, 19, 2, ['_ADDRESS_'], '2 postcode']], [[17, 20, 3, ['_ADDRESS_'], '2 postcode area']]] "
"  "," Garratts Solicitors, King Street Buildings, Manchester Street, Oldham, OL8 1DH "," [] "," [] "," [[12, 13, 1, ['_SUITE_'], 'ol8']] "," [[[12, 13, 1, ['_SUITE_'], 'ol8']]] "," [] "
"  ","  Offices at: Oldham, Ashton under Lyne, Stalybridge, Radcliffe, Worsley and Newton Heath Garratts Solicitors are members of The Law Society "," [] "," [] "," [[0, 1, 1, ['_SUITE_'], 'offices']] "," [[[0, 1, 1, ['_SUITE_'], 'offices']]] "," [] "
"  "," Last Update July 13th, 2018 - OL8 2JH is located in the Alexandra electoral ward, within the metropolitan district of Oldham and the English Parliamentary constituency of Oldham East and Saddleworth "," [] "," [] "," [[5, 6, 1, ['_SUITE_'], '2018'], [7, 8, 1, ['_SUITE_'], 'ol8'], [30, 31, 1, ['_DIR_'], 'east']] "," [[[5, 6, 1, ['_SUITE_'], '2018']], [[7, 8, 1, ['_SUITE_'], 'ol8']], [[30, 31, 1, ['_DIR_'], 'east']]] "," [] "
"  ","  The Clinical Commissioning Group is NHS Oldham CCG and the police force is Greater Manchester  "," [] "," [] "," [] "," [] "," [] "
" 10 carthage street , "," 10 Carthage Street, Oldham OL8 1LL Treetops Nursing Home is located close to Oldham and welcomes a range of personal needs, thanks to experienced staff and a versatile facility that also suits those with a physical disability "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['WORDWAY'], ['COMMA']] "," [[0, 4, 4, ['_ADDRESS_'], '10 carthage street ,']] "," [[0, 1, 1, ['_SUITE_'], '10'], [0, 2, 2, ['_ADDRESS_'], '10 carthage'], [0, 3, 3, ['_ADDRESS_'], '10 carthage street'], [0, 4, 4, ['_ADDRESS_'], '10 carthage street ,'], [5, 6, 1, ['_SUITE_'], 'ol8'], [17, 18, 1, ['_SUITE_'], 'a'], [28, 29, 1, ['_SUITE_'], 'a'], [33, 34, 1, ['_SUITE_'], 'suits'], [36, 37, 1, ['_SUITE_'], 'a']] "," [[[0, 1, 1, ['_SUITE_'], '10']], [[0, 2, 2, ['_ADDRESS_'], '10 carthage']], [[0, 3, 3, ['_ADDRESS_'], '10 carthage street']], [[0, 4, 4, ['_ADDRESS_'], '10 carthage street ,']], [[5, 6, 1, ['_SUITE_'], 'ol8']], [[17, 18, 1, ['_SUITE_'], 'a']], [[28, 29, 1, ['_SUITE_'], 'a']], [[33, 34, 1, ['_SUITE_'], 'suits']], [[36, 37, 1, ['_SUITE_'], 'a']]] "," [[[0, 2, 2, ['_ADDRESS_'], '10 carthage']], [[0, 3, 3, ['_ADDRESS_'], '10 carthage street']], [[0, 4, 4, ['_ADDRESS_'], '10 carthage street ,']]] "
" three piece bathroom suite "," Worsley Street, Rochdale, OL16 2 Bedrooms · House · No Chain · Terraced · Kitchen · Gas Central Heating Much improved two bedroom end of terrace ideal for landlord/first time buyer, comprising briefly two bedrooms, lounge, dining kitchen, three piece bathroom suite, double glazing, gas central heating, rear yard "," [['ALPHA', 'ADR_HEAD'], ['ALPHA'], ['ALPHA'], ['APT', 'APT_NUM']] "," [[39, 42, 3, ['_ADDRESS_'], 'three piece bathroom'], [42, 43, 1, ['_SUITE_'], 'suite']] "," [[5, 6, 1, ['_SUITE_'], 'ol16'], [6, 7, 1, ['_SUITE_'], '2'], [9, 10, 1, ['_DIR_'], 'no'], [9, 11, 2, ['_SUITE_'], 'no chain'], [39, 41, 2, ['_ADDRESS_'], 'three piece'], [39, 42, 3, ['_ADDRESS_'], 'three piece bathroom'], [42, 43, 1, ['_SUITE_'], 'suite']] "," [[[5, 6, 1, ['_SUITE_'], 'ol16']], [[6, 7, 1, ['_SUITE_'], '2']], [[9, 10, 1, ['_DIR_'], 'no']], [[9, 11, 2, ['_SUITE_'], 'no chain']], [[39, 41, 2, ['_ADDRESS_'], 'three piece']], [[39, 42, 3, ['_ADDRESS_'], 'three piece bathroom'], [42, 43, 1, ['_SUITE_'], 'suite']], [[42, 43, 1, ['_SUITE_'], 'suite']]] "," [[[39, 41, 2, ['_ADDRESS_'], 'three piece']], [[39, 42, 3, ['_ADDRESS_'], 'three piece bathroom'], [42, 43, 1, ['_SUITE_'], 'suite']]] "
"  "," The property is located in an established residential position on Worsley Street which is accessed from Tate Street and in turn Abbey Hills Road (B6194) "," [] "," [] "," [[24, 25, 1, ['_SUITE_'], 'b6194']] "," [[[24, 25, 1, ['_SUITE_'], 'b6194']]] "," [] "
" 1 mile ","  Oldham town centre is around 1 mile to the north west "," [['DIGIT', 'ADR_HEAD'], ['ALPHA']] "," [[5, 7, 2, ['_ADDRESS_'], '1 mile']] "," [[5, 6, 1, ['_SUITE_'], '1'], [5, 7, 2, ['_ADDRESS_'], '1 mile'], [9, 10, 1, ['_DIR_'], 'north'], [10, 11, 1, ['_DIR_'], 'west']] "," [[[5, 6, 1, ['_SUITE_'], '1']], [[5, 7, 2, ['_ADDRESS_'], '1 mile']], [[9, 10, 1, ['_DIR_'], 'north']], [[10, 11, 1, ['_DIR_'], 'west']]] "," [[[5, 7, 2, ['_ADDRESS_'], '1 mile']]] "
"  "," 3 bedroom terraced house for sale in Worsley Street, Glodwick, Oldham, Greater Manchester, OL8 - Rightmove "," [] "," [] "," [[0, 1, 1, ['_SUITE_'], '3'], [17, 18, 1, ['_SUITE_'], 'ol8']] "," [[[0, 1, 1, ['_SUITE_'], '3']], [[17, 18, 1, ['_SUITE_'], 'ol8']]] "," [] "
" 10 carthage street , "," 10 Carthage Street, Oldham OL8 1LL Treetops Nursing Home is located close to Oldham and welcomes a range of personal needs, thanks to experienced staff and a versatile facility that also suits those with a physical disability "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['WORDWAY'], ['COMMA']] "," [[0, 4, 4, ['_ADDRESS_'], '10 carthage street ,']] "," [[0, 1, 1, ['_SUITE_'], '10'], [0, 2, 2, ['_ADDRESS_'], '10 carthage'], [0, 3, 3, ['_ADDRESS_'], '10 carthage street'], [0, 4, 4, ['_ADDRESS_'], '10 carthage street ,'], [5, 6, 1, ['_SUITE_'], 'ol8'], [17, 18, 1, ['_SUITE_'], 'a'], [28, 29, 1, ['_SUITE_'], 'a'], [33, 34, 1, ['_SUITE_'], 'suits'], [36, 37, 1, ['_SUITE_'], 'a']] "," [[[0, 1, 1, ['_SUITE_'], '10']], [[0, 2, 2, ['_ADDRESS_'], '10 carthage']], [[0, 3, 3, ['_ADDRESS_'], '10 carthage street']], [[0, 4, 4, ['_ADDRESS_'], '10 carthage street ,']], [[5, 6, 1, ['_SUITE_'], 'ol8']], [[17, 18, 1, ['_SUITE_'], 'a']], [[28, 29, 1, ['_SUITE_'], 'a']], [[33, 34, 1, ['_SUITE_'], 'suits']], [[36, 37, 1, ['_SUITE_'], 'a']]] "," [[[0, 2, 2, ['_ADDRESS_'], '10 carthage']], [[0, 3, 3, ['_ADDRESS_'], '10 carthage street']], [[0, 4, 4, ['_ADDRESS_'], '10 carthage street ,']]] "
"  "," OLDHAM PROPERTY PARTNERSHIPS LIMITED - Free company information from Companies House including registered office address, filing history, accounts, annual return, officers, charges, business activity "," [] "," [] "," [[13, 15, 2, ['_SUITE_'], 'office address']] "," [[[13, 15, 2, ['_SUITE_'], 'office address']]] "," [] "
"  "," Sold House Prices in OL8 2DE "," [] "," [] "," [[4, 5, 1, ['_SUITE_'], 'ol8']] "," [[[4, 5, 1, ['_SUITE_'], 'ol8']]] "," [] "
" 1995 based ","  Use Rightmove online house price checker tool to find out exactly how much properties sold for in OL8 2DE since 1995 (based on official Land Registry data) "," [['DIGIT', 'ADR_HEAD'], ['ALPHA']] "," [[20, 22, 2, ['_ADDRESS_'], '1995 based']] "," [[17, 18, 1, ['_SUITE_'], 'ol8'], [20, 21, 1, ['_SUITE_'], '1995'], [20, 22, 2, ['_ADDRESS_'], '1995 based']] "," [[[17, 18, 1, ['_SUITE_'], 'ol8']], [[20, 21, 1, ['_SUITE_'], '1995']], [[20, 22, 2, ['_ADDRESS_'], '1995 based']]] "," [[[20, 22, 2, ['_ADDRESS_'], '1995 based']]] "
" ol8 2 is a "," OL8 2 is a postcode sector within the OL8 postcode district which is within the OL Oldham postcode area "," [['ALNUM'], ['DIGIT', 'ADR_HEAD'], ['WAY'], ['LETTER', 'COMMONST']] "," [[0, 1, 1, ['_SUITE_'], 'ol8'], [1, 4, 3, ['_ADDRESS_'], '2 is a']] "," [[0, 1, 1, ['_SUITE_'], 'ol8'], [1, 2, 1, ['_SUITE_'], '2'], [1, 4, 3, ['_ADDRESS_'], '2 is a'], [3, 4, 1, ['_SUITE_'], 'a'], [8, 9, 1, ['_SUITE_'], 'ol8']] "," [[[0, 1, 1, ['_SUITE_'], 'ol8'], [1, 4, 3, ['_ADDRESS_'], '2 is a']], [[1, 2, 1, ['_SUITE_'], '2']], [[1, 4, 3, ['_ADDRESS_'], '2 is a']], [[3, 4, 1, ['_SUITE_'], 'a']], [[8, 9, 1, ['_SUITE_'], 'ol8']]] "," [[[0, 1, 1, ['_SUITE_'], 'ol8'], [1, 4, 3, ['_ADDRESS_'], '2 is a']], [[1, 4, 3, ['_ADDRESS_'], '2 is a']]] "
" ol8 2 postal sector is ","  The Royal Mail delivery office for the OL8 2 postal sector is the Oldham Delivery Office "," [['ALNUM'], ['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ALPHA'], ['WAY']] "," [[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 12, 4, ['_ADDRESS_'], '2 postal sector is']] "," [[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 9, 1, ['_SUITE_'], '2'], [8, 10, 2, ['_ADDRESS_'], '2 postal'], [8, 11, 3, ['_ADDRESS_'], '2 postal sector'], [8, 12, 4, ['_ADDRESS_'], '2 postal sector is']] "," [[[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 12, 4, ['_ADDRESS_'], '2 postal sector is']], [[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 11, 3, ['_ADDRESS_'], '2 postal sector']], [[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 10, 2, ['_ADDRESS_'], '2 postal']], [[8, 9, 1, ['_SUITE_'], '2']], [[8, 10, 2, ['_ADDRESS_'], '2 postal']], [[8, 11, 3, ['_ADDRESS_'], '2 postal sector']], [[8, 12, 4, ['_ADDRESS_'], '2 postal sector is']]] "," [[[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 12, 4, ['_ADDRESS_'], '2 postal sector is']], [[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 11, 3, ['_ADDRESS_'], '2 postal sector']], [[7, 8, 1, ['_SUITE_'], 'ol8'], [8, 10, 2, ['_ADDRESS_'], '2 postal']], [[8, 10, 2, ['_ADDRESS_'], '2 postal']], [[8, 11, 3, ['_ADDRESS_'], '2 postal sector']], [[8, 12, 4, ['_ADDRESS_'], '2 postal sector is']]] "
" 2 postcode sector is 1 ","  The area of the OL8 2 postcode sector is 1 "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIGIT', 'ADR_HEAD']] "," [[5, 9, 4, ['_ADDRESS_'], '2 postcode sector is'], [9, 10, 1, ['_SUITE_'], '1']] "," [[4, 5, 1, ['_SUITE_'], 'ol8'], [5, 6, 1, ['_SUITE_'], '2'], [5, 7, 2, ['_ADDRESS_'], '2 postcode'], [5, 8, 3, ['_ADDRESS_'], '2 postcode sector'], [5, 9, 4, ['_ADDRESS_'], '2 postcode sector is'], [9, 10, 1, ['_SUITE_'], '1']] "," [[[4, 5, 1, ['_SUITE_'], 'ol8'], [5, 9, 4, ['_ADDRESS_'], '2 postcode sector is'], [9, 10, 1, ['_SUITE_'], '1']], [[4, 5, 1, ['_SUITE_'], 'ol8'], [5, 8, 3, ['_ADDRESS_'], '2 postcode sector']], [[4, 5, 1, ['_SUITE_'], 'ol8'], [5, 7, 2, ['_ADDRESS_'], '2 postcode']], [[5, 6, 1, ['_SUITE_'], '2']], [[5, 7, 2, ['_ADDRESS_'], '2 postcode']], [[5, 8, 3, ['_ADDRESS_'], '2 postcode sector']], [[5, 9, 4, ['_ADDRESS_'], '2 postcode sector is'], [9, 10, 1, ['_SUITE_'], '1']], [[9, 10, 1, ['_SUITE_'], '1']]] "," [[[4, 5, 1, ['_SUITE_'], 'ol8'], [5, 8, 3, ['_ADDRESS_'], '2 postcode sector']], [[4, 5, 1, ['_SUITE_'], 'ol8'], [5, 7, 2, ['_ADDRESS_'], '2 postcode']], [[5, 7, 2, ['_ADDRESS_'], '2 postcode']], [[5, 8, 3, ['_ADDRESS_'], '2 postcode sector']], [[5, 9, 4, ['_ADDRESS_'], '2 postcode sector is'], [9, 10, 1, ['_SUITE_'], '1']]] "
" 25 square miles "," 25 square miles which is 3 "," [['DIGIT', 'ADR_HEAD'], ['WORDWAY'], ['ALPHA']] "," [[0, 3, 3, ['_ADDRESS_'], '25 square miles']] "," [[0, 1, 1, ['_SUITE_'], '25'], [0, 3, 3, ['_ADDRESS_'], '25 square miles'], [5, 6, 1, ['_SUITE_'], '3']] "," [[[0, 1, 1, ['_SUITE_'], '25']], [[0, 3, 3, ['_ADDRESS_'], '25 square miles']], [[5, 6, 1, ['_SUITE_'], '3']]] "," [[[0, 3, 3, ['_ADDRESS_'], '25 square miles']]] "
" 24 square kilometres "," 24 square kilometres or 799 "," [['DIGIT', 'ADR_HEAD'], ['WORDWAY'], ['ALPHA']] "," [[0, 3, 3, ['_ADDRESS_'], '24 square kilometres']] "," [[0, 1, 1, ['_SUITE_'], '24'], [0, 3, 3, ['_ADDRESS_'], '24 square kilometres'], [4, 5, 1, ['_SUITE_'], '799']] "," [[[0, 1, 1, ['_SUITE_'], '24']], [[0, 3, 3, ['_ADDRESS_'], '24 square kilometres']], [[4, 5, 1, ['_SUITE_'], '799']]] "," [[[0, 3, 3, ['_ADDRESS_'], '24 square kilometres']]] "
" 77 square acres "," 77 square acres "," [['DIGIT', 'ADR_HEAD'], ['WORDWAY'], ['ALPHA']] "," [[0, 3, 3, ['_ADDRESS_'], '77 square acres']] "," [[0, 1, 1, ['_SUITE_'], '77'], [0, 3, 3, ['_ADDRESS_'], '77 square acres']] "," [[[0, 1, 1, ['_SUITE_'], '77']], [[0, 3, 3, ['_ADDRESS_'], '77 square acres']]] "," [[[0, 3, 3, ['_ADDRESS_'], '77 square acres']]] "
" 72 crime reports "," Worsley Street (OL8) crime reports, crime data, crime map Last Update May 8th, 2018 - Data on 72 crime reports on or near Worsley Street in OL8 "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ALPHA']] "," [[20, 23, 3, ['_ADDRESS_'], '72 crime reports']] "," [[2, 3, 1, ['_SUITE_'], 'ol8'], [16, 17, 1, ['_SUITE_'], '2018'], [20, 21, 1, ['_SUITE_'], '72'], [20, 22, 2, ['_ADDRESS_'], '72 crime'], [20, 23, 3, ['_ADDRESS_'], '72 crime reports'], [29, 30, 1, ['_SUITE_'], 'ol8']] "," [[[2, 3, 1, ['_SUITE_'], 'ol8']], [[16, 17, 1, ['_SUITE_'], '2018']], [[20, 21, 1, ['_SUITE_'], '72']], [[20, 22, 2, ['_ADDRESS_'], '72 crime']], [[20, 23, 3, ['_ADDRESS_'], '72 crime reports']], [[29, 30, 1, ['_SUITE_'], 'ol8']]] "," [[[20, 22, 2, ['_ADDRESS_'], '72 crime']], [[20, 23, 3, ['_ADDRESS_'], '72 crime reports']]] "
"  ","  Crime map showing how Worsley Street compares to neighbouring streets "," [] "," [] "," [] "," [] "," [] "
" 8 chestnut close "," The property you are viewing is located at 8 Chestnut Close, Oldham OL4 2EH "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ALPHA']] "," [[8, 11, 3, ['_ADDRESS_'], '8 chestnut close']] "," [[8, 9, 1, ['_SUITE_'], '8'], [8, 10, 2, ['_ADDRESS_'], '8 chestnut'], [8, 11, 3, ['_ADDRESS_'], '8 chestnut close'], [13, 14, 1, ['_SUITE_'], 'ol4']] "," [[[8, 9, 1, ['_SUITE_'], '8']], [[8, 10, 2, ['_ADDRESS_'], '8 chestnut']], [[8, 11, 3, ['_ADDRESS_'], '8 chestnut close']], [[13, 14, 1, ['_SUITE_'], 'ol4']]] "," [[[8, 10, 2, ['_ADDRESS_'], '8 chestnut']], [[8, 11, 3, ['_ADDRESS_'], '8 chestnut close']]] "
"  ","  This is a End of Terrace with an estimated value of £89,453 "," [] "," [] "," [[2, 3, 1, ['_SUITE_'], 'a'], [11, 12, 1, ['_SUITE_'], '89'], [13, 14, 1, ['_SUITE_'], '453']] "," [[[2, 3, 1, ['_SUITE_'], 'a']], [[11, 12, 1, ['_SUITE_'], '89']], [[13, 14, 1, ['_SUITE_'], '453']]] "," [] "
" 792 while the overall ","  The average value of properties on Chestnut Close, Oldham, OL4 is £94,792 while the overall average value of properties in OL4 is £138,010 "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['ARTI'], ['ALPHA']] "," [[15, 19, 4, ['_ADDRESS_'], '792 while the overall']] "," [[11, 12, 1, ['_SUITE_'], 'ol4'], [13, 14, 1, ['_SUITE_'], '94'], [15, 16, 1, ['_SUITE_'], '792'], [15, 17, 2, ['_ADDRESS_'], '792 while'], [15, 19, 4, ['_ADDRESS_'], '792 while the overall'], [24, 25, 1, ['_SUITE_'], 'ol4'], [26, 27, 1, ['_SUITE_'], '138'], [28, 29, 1, ['_SUITE_'], '010']] "," [[[11, 12, 1, ['_SUITE_'], 'ol4']], [[13, 14, 1, ['_SUITE_'], '94']], [[15, 16, 1, ['_SUITE_'], '792']], [[15, 17, 2, ['_ADDRESS_'], '792 while']], [[15, 19, 4, ['_ADDRESS_'], '792 while the overall']], [[24, 25, 1, ['_SUITE_'], 'ol4']], [[26, 27, 1, ['_SUITE_'], '138']], [[28, 29, 1, ['_SUITE_'], '010']]] "," [[[15, 17, 2, ['_ADDRESS_'], '792 while']], [[15, 19, 4, ['_ADDRESS_'], '792 while the overall']]] "
"  "," Find Pubs in Penn Street, OL8, Oldham on Yell "," [] "," [] "," [[6, 7, 1, ['_SUITE_'], 'ol8']] "," [[[6, 7, 1, ['_SUITE_'], 'ol8']]] "," [] "
"  ","  Read reviews and see photos of the pubs, clubs and nightlife venues near you, get directions and opening hours and submit your own review "," [] "," [] "," [] "," [] "," [] "
" 5 worsley street , "," This 2 bed leasehold terraced house is located at 5 Worsley Street, Oldham OL8 2DE and has an estimated current value of £86,000 "," [['DIGIT', 'ADR_HEAD'], ['ALPHA'], ['WORDWAY'], ['COMMA']] "," [[9, 13, 4, ['_ADDRESS_'], '5 worsley street ,']] "," [[1, 2, 1, ['_SUITE_'], '2'], [1, 3, 2, ['_ADDRESS_'], '2 bed'], [1, 4, 3, ['_ADDRESS_'], '2 bed leasehold'], [9, 10, 1, ['_SUITE_'], '5'], [9, 11, 2, ['_ADDRESS_'], '5 worsley'], [9, 12, 3, ['_ADDRESS_'], '5 worsley street'], [9, 13, 4, ['_ADDRESS_'], '5 worsley street ,'], [14, 15, 1, ['_SUITE_'], 'ol8'], [23, 24, 1, ['_SUITE_'], '86'], [25, 26, 1, ['_SUITE_'], '000']] "," [[[1, 2, 1, ['_SUITE_'], '2']], [[1, 3, 2, ['_ADDRESS_'], '2 bed']], [[1, 4, 3, ['_ADDRESS_'], '2 bed leasehold']], [[9, 10, 1, ['_SUITE_'], '5']], [[9, 11, 2, ['_ADDRESS_'], '5 worsley']], [[9, 12, 3, ['_ADDRESS_'], '5 worsley street']], [[9, 13, 4, ['_ADDRESS_'], '5 worsley street ,']], [[14, 15, 1, ['_SUITE_'], 'ol8']], [[23, 24, 1, ['_SUITE_'], '86']], [[25, 26, 1, ['_SUITE_'], '000']]] "," [[[1, 3, 2, ['_ADDRESS_'], '2 bed']], [[1, 4, 3, ['_ADDRESS_'], '2 bed leasehold']], [[9, 11, 2, ['_ADDRESS_'], '5 worsley']], [[9, 12, 3, ['_ADDRESS_'], '5 worsley street']], [[9, 13, 4, ['_ADDRESS_'], '5 worsley street ,']]] "
